spot_id,tau,lambda,n_celltypes,rmse
246,0.15,5,26,20.350559444874996
247,0.15,5,26,5.076848989259815
248,0.15,5,26,9.462160898507777
249,0.15,5,26,7.578122398568523
250,0.15,5,26,14.760010661016956
251,0.15,5,26,6.4904359163784795
252,0.15,5,26,11.901531656944615
253,0.15,5,26,11.524002359141438
254,0.15,5,26,12.202133721467508
255,0.15,5,26,22.5866693692965
256,0.15,5,26,6.532455964157584
257,0.15,5,26,15.66490462824347
258,0.15,5,26,5.82865953892865
259,0.15,5,26,10.586295678768675
260,0.15,5,26,8.250243045009782
261,0.15,5,26,6.6984724633104795
262,0.15,5,26,6.549141525268303
263,0.15,5,26,17.341090187308637
264,0.15,5,10,1.2798538845119058
265,0.15,5,26,4.346046680609546
266,0.15,5,26,17.783304573516013
267,0.15,5,26,15.104197388750027
268,0.15,5,26,17.373040152891704
269,0.15,5,26,6.770285768327542
270,0.15,5,26,6.915367401533447
271,0.15,5,26,20.893122085009292
272,0.15,5,26,19.435851904210395
273,0.15,5,26,18.203532747360775
274,0.15,5,26,4.620802795810993
275,0.15,5,26,10.780539994559712
276,0.15,5,26,15.258917740825048
277,0.15,5,26,12.505248059691464
278,0.15,5,26,11.396882840735444
279,0.15,5,26,8.11615602195698
280,0.15,5,26,12.789511439083078
281,0.15,5,26,11.362312776756168
282,0.15,5,26,16.234289187693502
283,0.15,5,26,4.969345440023365
284,0.15,5,26,5.818044710592192
285,0.15,5,26,5.808601026157352
286,0.15,5,26,20.503072716644557
287,0.15,5,26,39.874913027035056
288,0.15,5,26,14.891423778398213
289,0.15,5,26,17.693352355025237
290,0.15,5,26,15.72961452441049
291,0.15,5,26,6.9406972785833805
292,0.15,5,26,9.339474805999041
293,0.15,5,26,7.492818318975066
294,0.15,5,26,10.861565734191164
295,0.15,5,26,10.401935009516407
296,0.15,5,26,5.442299039824252
297,0.15,5,26,14.749628198247263
298,0.15,5,26,8.632084723112726
299,0.15,5,26,7.488557257993154
300,0.15,5,26,6.541082910215181
301,0.15,5,26,18.75373510712235
302,0.15,5,26,6.814816411429264
303,0.15,5,26,7.042917946349003
304,0.15,5,26,9.220978677129509
305,0.15,5,26,14.662861035892245
306,0.15,5,26,14.768989370956236
307,0.15,5,26,6.364474640193222
308,0.15,5,26,14.679467554634543
309,0.15,5,26,12.209406308802384
310,0.15,5,26,8.162490275299774
311,0.15,5,26,5.8800585872820745
312,0.15,5,26,6.859591451852487
313,0.15,5,26,13.241532269252305
314,0.15,5,26,6.755437529718404
315,0.15,5,26,12.545056963092815
316,0.15,5,26,4.1179065055534
317,0.15,5,26,8.944747697727603
318,0.15,5,26,6.917926148872061
319,0.15,5,26,12.653177798273076
320,0.15,5,26,12.368952589969274
321,0.15,5,26,6.627514048511032
322,0.15,5,26,5.15766677436819
323,0.15,5,26,6.1850213122072875
324,0.15,5,26,10.493035068030057
325,0.15,5,26,8.675507129238884
326,0.15,5,26,6.66932705821875
327,0.15,5,26,16.28906349161272
328,0.15,5,26,20.067658408868176
329,0.15,5,26,8.498837353943262
330,0.15,5,26,16.788602684210304
331,0.15,5,26,19.167979825117097
332,0.15,5,26,8.38337172292804
333,0.15,5,26,9.70424983801745
334,0.15,5,26,8.93664158106677
335,0.15,5,26,8.488006821805445
336,0.15,5,26,4.597997133985207
337,0.15,5,26,19.684473930445368
338,0.15,5,26,8.117640926203403
339,0.15,5,26,20.228227449371058
340,0.15,5,26,4.533324763065731
341,0.15,5,26,6.729596385048797
342,0.15,5,26,8.132821006682951
343,0.15,5,26,6.425632448345527
344,0.15,5,26,12.318597866720822
345,0.15,5,26,7.887575331994113
346,0.15,5,26,10.344288476662431
347,0.15,5,26,13.048660235265272
348,0.15,5,26,12.555329517308627
349,0.15,5,26,7.753820598838175
350,0.15,5,26,12.179218642453826
351,0.15,5,26,18.97530765005401
352,0.15,5,26,16.975597695800225
353,0.15,5,26,7.810573194927
354,0.15,5,26,8.068487607931747
355,0.15,5,26,7.2866443533045
356,0.15,5,26,14.089958732062223
357,0.15,5,26,8.440576756066314
358,0.15,5,26,6.97113958474291
359,0.15,5,26,11.075302416290466
360,0.15,5,26,12.069232885324524
361,0.15,5,26,10.524305725905784
362,0.15,5,26,6.251526658316015
363,0.15,5,26,7.245976004700564
